Name,Description,Source Organization,Source,Sample/Representative Date,Region/Regional Scope,Other,"Composition, Parameters/Conditions",Valid until,PCR title & Number,Functional Unit,Excluded Lifecycle Stages,Environmental Parameters/Impact Categories Included,HS Codes,Date Published,Unit,Value,Link to EPD,Registration/ID Number,Components,Equation,Primary Product,Industry Tags,id,created_at
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1970,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.7164804370799,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631156,2024-06-02 17:52:45.934551
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2003,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,2.550197594276,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",820466,2024-06-02 17:55:24.56733
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2009,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,434205.49225271,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",965573,2024-06-02 17:57:38.925949
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1981,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.6527037601804,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151690,2024-06-02 18:00:38.805265
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2007,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,12.533287496248,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231732,2024-06-02 18:01:55.361214
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1980,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.1357077612655,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231756,2024-06-02 18:01:55.361214
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2015,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,3.6689800494769,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1299928,2024-06-02 18:03:04.552548
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1971,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.1844191044744,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1308392,2024-06-02 18:03:11.843051
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1998,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,2.2815769885521,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1308398,2024-06-02 18:03:11.843051
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2021,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,2.7364436530819,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1308410,2024-06-02 18:03:11.843051
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1991,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.7616485602266,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1359570,2024-06-02 18:04:00.854
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2014,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,3.4729545248923,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1359582,2024-06-02 18:04:00.854
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2002,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.6537636220696,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475850,2024-06-02 18:05:46.020766
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2005,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,11.715971612438,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1493540,2024-06-02 18:06:05.427402
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1978,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.5173281489413,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604108,2024-06-02 17:52:23.24509
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2004,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,11.018574008383,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631151,2024-06-02 17:52:45.934551
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2006,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,12.144203501076,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631152,2024-06-02 17:52:45.934551
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1973,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,186892.09644091,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",776405,2024-06-02 17:54:49.184327
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1977,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,190068.97823634,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",776406,2024-06-02 17:54:49.184327
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1980,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.4183852282871,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",879218,2024-06-02 17:56:27.077016
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1992,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.2750641046448,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882115,2024-06-02 17:56:28.999333
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1992,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,260067.858229,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",965561,2024-06-02 17:57:38.925949
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1975,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.11634549524414,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042562,2024-06-02 17:59:04.746484
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1979,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.13648695272696,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042565,2024-06-02 17:59:04.746484
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1971,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.7376764178978,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151684,2024-06-02 18:00:38.805265
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1997,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,8.8287449506658,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151704,2024-06-02 18:00:38.805265
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1984,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.2462486062294,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151733,2024-06-02 18:00:38.805265
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2008,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.30503211845331,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151788,2024-06-02 18:00:38.805265
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2014,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.332284117284,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231770,2024-06-02 18:01:55.361214
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1989,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,290296.64540428,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1423257,2024-06-02 18:04:51.953143
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2001,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CO2,346128.097935,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1423260,2024-06-02 18:04:51.953143
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2021,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,10.909198616647,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475845,2024-06-02 18:05:46.020766
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1978,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.0523128997934,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475847,2024-06-02 18:05:46.020766
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2002,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.24536618971749,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1475860,2024-06-02 18:05:46.020766
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1971,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.7825393545742,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1493546,2024-06-02 18:06:05.427402
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1991,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.7073712000779,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604123,2024-06-02 17:52:23.24509
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1994,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,7.793019669421,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1107500,2024-06-02 17:59:59.193855
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1995,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,8.0873832026014,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1107501,2024-06-02 17:59:59.193855
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1975,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,4.8640617247874,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151686,2024-06-02 18:00:38.805265
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2015,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,10.950051537983,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1151750,2024-06-02 18:00:38.805265
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1993,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.8533999663955,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1280188,2024-06-02 18:02:38.438714
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2002,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,2.5645090285993,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1299916,2024-06-02 18:03:04.552548
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1993,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.8567089080274,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1493551,2024-06-02 18:06:05.427402
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1986,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,6.9207938558544,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604111,2024-06-02 17:52:23.24509
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1973,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.2291272034783,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631147,2024-06-02 17:52:45.934551
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1995,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,6.2276335394603,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882156,2024-06-02 17:56:28.999333
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1981,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.1423122904519,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1107503,2024-06-02 17:59:59.193855
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1999,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,9.5151309039846,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1183474,2024-06-02 18:01:14.832034
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1975,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,1.2160154311969,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1280167,2024-06-02 18:02:38.438714
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2007,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,12.533287496248,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604115,2024-06-02 17:52:23.24509
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2012,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,13.222986750138,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",604117,2024-06-02 17:52:23.24509
Indirect N2O from non-agricultural NOx,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1992,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,5.6458277958519,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",631159,2024-06-02 17:52:45.934551
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1995,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt CH4,2.0218458006504,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",738567,2024-06-02 17:54:21.845024
Indirect N2O emissions from the atmospheric deposition of nitrogen in NOx and NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1987,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,6.2184017155431,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",882150,2024-06-02 17:56:28.999333
Memo: International aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,1995,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,8.0873832026014,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1042517,2024-06-02 17:59:04.746484
Civil Aviation,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2002,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,10.258036114397,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1183477,2024-06-02 18:01:14.832034
Indirect N2O from non-agricultural NH3,,EDGAR - Emissions Database for Global Atmospheric Research,https://edgar.jrc.ec.europa.eu/dataset_ghg70,2020,int aviation,Fuel type: fossil,,,,,,,,26 November 2023,kt N2O,0.22624251285218,,,,,,"Agriculture, Alloys, Aviation, Biomass, Cement, Chemicals, Construction, Crops, Disposal, Electricity, Electronics, Energy, Fuel, Glass, Harvest, Land, Manufacturing, Metal, Production, Soil, Transportation, Waste, Water",1231775,2024-06-02 18:01:55.361214
